country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,Lisburn and Castlereagh,,4/17/2020,-72,-28,,-68,-72,31
GB,United Kingdom,Lisburn and Castlereagh,,4/21/2020,-70,-28,,-59,-69,29
GB,United Kingdom,Lisburn and Castlereagh,,4/22/2020,-70,-28,,-56,-68,29
GB,United Kingdom,Lisburn and Castlereagh,,4/23/2020,-69,-28,,-54,-68,30
GB,United Kingdom,Lisburn and Castlereagh,,4/24/2020,-69,-27,,-56,-68,29
GB,United Kingdom,Luton,,4/10/2020,-70,-26,,-91,-77,31
GB,United Kingdom,Luton,,4/13/2020,-75,-37,,-92,-79,31
GB,United Kingdom,Medway,,4/10/2020,-76,-27,7,-72,-80,33
GB,United Kingdom,Medway,,4/13/2020,-79,-40,-33,-78,-83,33
GB,United Kingdom,Merseyside,,4/10/2020,-77,-32,-21,-75,-80,30
GB,United Kingdom,Merseyside,,4/13/2020,-76,-39,-12,-76,-82,29
GB,United Kingdom,Mid And East Antrim,,4/2/2020,-75,-28,-43,-75,-67,29
GB,United Kingdom,Mid Ulster,,3/31/2020,-70,-33,,-53,-66,29
GB,United Kingdom,Mid Ulster,,4/1/2020,-71,-33,,-54,-66,30
GB,United Kingdom,Mid Ulster,,4/2/2020,-69,-32,,-56,-66,31
GB,United Kingdom,Mid Ulster,,4/3/2020,-70,-29,,-57,-65,31
GB,United Kingdom,Mid Ulster,,4/9/2020,-61,-19,,-42,-65,29
GB,United Kingdom,Mid Ulster,,4/10/2020,-66,-24,,-53,-68,30
GB,United Kingdom,Mid Ulster,,4/16/2020,-60,-23,,-42,-66,29
GB,United Kingdom,Mid Ulster,,4/17/2020,-64,-22,,-50,-63,29
GB,United Kingdom,Milton Keynes,,3/26/2020,-72,-27,8,-72,-68,29
GB,United Kingdom,Milton Keynes,,3/27/2020,-74,-31,-14,-73,-67,29
GB,United Kingdom,Milton Keynes,,4/1/2020,-74,-34,-26,-77,-71,29
GB,United Kingdom,Milton Keynes,,4/2/2020,-73,-33,-9,-76,-71,30
GB,United Kingdom,Milton Keynes,,4/3/2020,-75,-33,-10,-74,-70,30
GB,United Kingdom,Milton Keynes,,4/7/2020,-72,-32,-3,-74,-71,29
GB,United Kingdom,Milton Keynes,,4/8/2020,-72,-29,-1,-72,-71,29
GB,United Kingdom,Milton Keynes,,4/10/2020,-77,-35,3,-79,-82,33
GB,United Kingdom,Milton Keynes,,4/13/2020,-78,-44,-26,-83,-84,32
GB,United Kingdom,Milton Keynes,,4/15/2020,-71,-29,10,-73,-70,29
GB,United Kingdom,Milton Keynes,,4/16/2020,-71,-30,7,-74,-70,29
GB,United Kingdom,Milton Keynes,,4/17/2020,-74,-32,-29,-75,-70,30
GB,United Kingdom,Newport,,4/10/2020,-77,-32,-38,-73,-77,29
GB,United Kingdom,Newport,,4/13/2020,-79,-41,-35,-77,-79,29
GB,United Kingdom,"Newry, Mourne And Down",,3/27/2020,-76,-26,-38,-55,-63,29
GB,United Kingdom,"Newry, Mourne And Down",,4/1/2020,-74,-28,-42,-60,-69,29
GB,United Kingdom,"Newry, Mourne And Down",,4/2/2020,-74,-30,-46,-58,-70,30
GB,United Kingdom,"Newry, Mourne And Down",,4/3/2020,-75,-26,-40,-60,-68,30
GB,United Kingdom,"Newry, Mourne And Down",,4/10/2020,-73,-18,-45,-52,-70,30
GB,United Kingdom,"Newry, Mourne And Down",,4/14/2020,-73,-27,-24,-53,-76,29
GB,United Kingdom,"Newry, Mourne And Down",,4/17/2020,-71,-21,-40,-49,-67,30
GB,United Kingdom,Norfolk,,4/10/2020,-79,-39,-35,-68,-78,30
GB,United Kingdom,Norfolk,,4/13/2020,-81,-46,-49,-75,-81,30
GB,United Kingdom,North Somerset,,4/10/2020,-77,-40,1,-85,-81,31
GB,United Kingdom,North Somerset,,4/13/2020,-79,-45,-7,-86,-83,31
GB,United Kingdom,North Somerset,,4/17/2020,-78,-38,-53,-86,-68,29
GB,United Kingdom,North Yorkshire,,4/10/2020,-81,-38,-40,-71,-78,30
GB,United Kingdom,North Yorkshire,,4/13/2020,-83,-46,-46,-76,-83,29
GB,United Kingdom,Northamptonshire,,4/10/2020,-76,-29,-24,-68,-79,32
GB,United Kingdom,Northamptonshire,,4/13/2020,-79,-40,-41,-75,-82,32
GB,United Kingdom,Northumberland,,4/10/2020,-78,-31,-42,-57,-79,29
GB,United Kingdom,Nottingham,,4/10/2020,-83,-34,2,-80,-79,29
GB,United Kingdom,Nottingham,,4/13/2020,-83,-47,-12,-83,-82,30
GB,United Kingdom,Nottinghamshire,,4/10/2020,-75,-30,-12,-61,-79,30
GB,United Kingdom,Nottinghamshire,,4/13/2020,-78,-42,-25,-69,-83,30
GB,United Kingdom,Oxfordshire,,3/25/2020,-74,-26,-8,-70,-68,29
GB,United Kingdom,Oxfordshire,,3/26/2020,-75,-26,-9,-71,-70,30
GB,United Kingdom,Oxfordshire,,3/27/2020,-78,-28,-22,-73,-70,31
GB,United Kingdom,Oxfordshire,,3/30/2020,-77,-33,-36,-75,-72,30
GB,United Kingdom,Oxfordshire,,3/31/2020,-76,-30,-16,-74,-73,31
GB,United Kingdom,Oxfordshire,,4/1/2020,-78,-33,-35,-75,-73,32
GB,United Kingdom,Oxfordshire,,4/2/2020,-77,-32,-20,-75,-73,31
GB,United Kingdom,Oxfordshire,,4/3/2020,-78,-31,-17,-74,-71,32
GB,United Kingdom,Oxfordshire,,4/6/2020,-76,-31,-12,-75,-73,30
GB,United Kingdom,Oxfordshire,,4/7/2020,-76,-28,-2,-72,-73,31
GB,United Kingdom,Oxfordshire,,4/8/2020,-76,-26,-14,-73,-73,31
GB,United Kingdom,Oxfordshire,,4/9/2020,-74,-19,-2,-72,-73,30
GB,United Kingdom,Oxfordshire,,4/10/2020,-81,-34,-8,-79,-84,35
GB,United Kingdom,Oxfordshire,,4/13/2020,-82,-44,-14,-82,-87,35
GB,United Kingdom,Oxfordshire,,4/14/2020,-75,-26,-5,-72,-72,30
GB,United Kingdom,Oxfordshire,,4/15/2020,-76,-29,-2,-71,-72,31
GB,United Kingdom,Oxfordshire,,4/16/2020,-76,-30,-2,-73,-72,31
GB,United Kingdom,Oxfordshire,,4/17/2020,-79,-34,-39,-75,-71,32
GB,United Kingdom,Oxfordshire,,4/20/2020,-74,-34,2,-70,-70,29
GB,United Kingdom,Oxfordshire,,4/21/2020,-75,-32,5,-70,-71,30
GB,United Kingdom,Oxfordshire,,4/22/2020,-75,-33,1,-70,-70,30
GB,United Kingdom,Oxfordshire,,4/23/2020,-75,-30,6,-70,-70,30
GB,United Kingdom,Oxfordshire,,4/24/2020,-76,-30,-2,-70,-69,30
GB,United Kingdom,Peterborough,,4/10/2020,-71,-32,,-73,-74,29
GB,United Kingdom,Peterborough,,4/13/2020,-75,-45,,-80,-78,29
GB,United Kingdom,Plymouth,,4/10/2020,-82,-42,-12,-72,-80,30
GB,United Kingdom,Portsmouth,,4/10/2020,-82,-32,8,-73,-80,31
GB,United Kingdom,Portsmouth,,4/13/2020,-81,-39,-6,-77,-83,31
GB,United Kingdom,Portsmouth,,4/17/2020,-84,-37,-46,-72,-67,29
GB,United Kingdom,Reading,,3/24/2020,-77,-23,4,-77,-66,29
GB,United Kingdom,Reading,,3/25/2020,-80,-28,4,-81,-71,31
GB,United Kingdom,Reading,,3/26/2020,-80,-27,8,-82,-73,32
GB,United Kingdom,Reading,,3/27/2020,-82,-30,-9,-81,-72,32
GB,United Kingdom,Reading,,3/30/2020,-81,-32,-13,-84,-76,31
GB,United Kingdom,Reading,,3/31/2020,-80,-30,8,-84,-75,32
GB,United Kingdom,Reading,,4/1/2020,-82,-34,-21,-84,-75,33
GB,United Kingdom,Reading,,4/2/2020,-81,-31,-2,-86,-75,33
GB,United Kingdom,Reading,,4/3/2020,-81,-32,9,-83,-74,33
GB,United Kingdom,Reading,,4/6/2020,-79,-32,7,-83,-76,31
GB,United Kingdom,Reading,,4/7/2020,-79,-31,22,-85,-77,32
GB,United Kingdom,Reading,,4/8/2020,-81,-31,19,-85,-76,32
GB,United Kingdom,Reading,,4/9/2020,-78,-19,12,-84,-76,32
GB,United Kingdom,Reading,,4/14/2020,-78,-28,20,-84,-75,32
GB,United Kingdom,Reading,,4/15/2020,-80,-30,25,-85,-75,32
GB,United Kingdom,Reading,,4/16/2020,-80,-26,19,-86,-75,33
GB,United Kingdom,Reading,,4/17/2020,-83,-35,-29,-84,-75,34
GB,United Kingdom,Reading,,4/20/2020,-80,-32,,-83,-75,31
GB,United Kingdom,Reading,,4/21/2020,-81,-33,,-84,-74,32
GB,United Kingdom,Reading,,4/22/2020,-81,-31,,-84,-74,32
GB,United Kingdom,Reading,,4/23/2020,-80,-28,,-84,-73,32
GB,United Kingdom,Reading,,4/24/2020,-81,-30,38,-82,-73,31
GB,United Kingdom,Renfrewshire,,3/27/2020,-79,-23,-14,-81,-71,29
GB,United Kingdom,Renfrewshire,,4/2/2020,-77,-25,-24,-83,-73,29
GB,United Kingdom,Renfrewshire,,4/3/2020,-77,-24,-20,-83,-73,29
GB,United Kingdom,Renfrewshire,,4/10/2020,-77,-23,-6,-83,-77,30
GB,United Kingdom,Renfrewshire,,4/13/2020,-78,-33,,-84,-82,29
GB,United Kingdom,Renfrewshire,,4/17/2020,-75,-23,-10,-82,-72,29
GB,United Kingdom,Rhondda Cynon Taff,,4/10/2020,-73,-33,-32,-62,-79,29
GB,United Kingdom,Rhondda Cynon Taff,,4/13/2020,-75,-41,-17,-66,-84,29
GB,United Kingdom,Shropshire,,4/10/2020,-77,-36,-23,-65,-79,30
GB,United Kingdom,Shropshire,,4/13/2020,-78,-44,-23,-67,-83,29
GB,United Kingdom,Slough,,3/26/2020,-69,-28,-7,-78,-64,29
GB,United Kingdom,Slough,,3/27/2020,-70,-29,-15,-75,-64,29
GB,United Kingdom,Slough,,3/31/2020,-68,-30,-7,-79,-68,29
GB,United Kingdom,Slough,,4/1/2020,-70,-33,-16,-79,-68,30
GB,United Kingdom,Slough,,4/2/2020,-70,-32,-13,-80,-68,30
GB,United Kingdom,Slough,,4/3/2020,-71,-30,0,-76,-67,31
GB,United Kingdom,Slough,,4/7/2020,-66,-29,15,-78,-69,29
GB,United Kingdom,Slough,,4/8/2020,-67,-27,-4,-78,-69,29
GB,United Kingdom,Slough,,4/9/2020,-64,-18,7,-78,-70,29
GB,United Kingdom,Slough,,4/14/2020,-64,-28,6,-78,-69,29
GB,United Kingdom,Slough,,4/15/2020,-64,-28,9,-77,-67,29
GB,United Kingdom,Slough,,4/16/2020,-65,-26,9,-78,-68,29
GB,United Kingdom,Slough,,4/17/2020,-67,-32,-36,-76,-66,30
GB,United Kingdom,Slough,,4/24/2020,-62,-24,18,-71,-64,29
GB,United Kingdom,Somerset,,4/10/2020,-79,-37,-34,-71,-78,30
GB,United Kingdom,Somerset,,4/13/2020,-80,-42,-35,-73,-81,29
GB,United Kingdom,South Gloucestershire,,3/25/2020,-69,-25,8,-65,-64,29
GB,United Kingdom,South Gloucestershire,,3/26/2020,-68,-31,20,-64,-66,29
GB,United Kingdom,South Gloucestershire,,3/27/2020,-71,-29,-2,-64,-66,30
GB,United Kingdom,South Gloucestershire,,3/30/2020,-71,-32,-11,-69,-69,29
GB,United Kingdom,South Gloucestershire,,3/31/2020,-69,-27,22,-68,-70,29
GB,United Kingdom,South Gloucestershire,,4/1/2020,-72,-32,-15,-70,-70,31
GB,United Kingdom,South Gloucestershire,,4/2/2020,-69,-33,11,-69,-70,31
GB,United Kingdom,South Gloucestershire,,4/3/2020,-71,-25,15,-63,-69,30
GB,United Kingdom,South Gloucestershire,,4/6/2020,-69,-26,14,-64,-71,29
GB,United Kingdom,South Gloucestershire,,4/7/2020,-70,-23,30,-64,-71,30
GB,United Kingdom,South Gloucestershire,,4/8/2020,-70,-22,10,-64,-70,30
GB,United Kingdom,South Gloucestershire,,4/9/2020,-65,-17,28,-63,-70,29
GB,United Kingdom,South Gloucestershire,,4/10/2020,-74,-28,20,-66,-83,34
GB,United Kingdom,South Gloucestershire,,4/13/2020,-76,-34,17,-73,-85,34
GB,United Kingdom,South Gloucestershire,,4/14/2020,-67,-19,31,-63,-70,29
GB,United Kingdom,South Gloucestershire,,4/15/2020,-70,-21,25,-63,-69,30
GB,United Kingdom,South Gloucestershire,,4/16/2020,-68,-26,43,-65,-69,30
GB,United Kingdom,South Gloucestershire,,4/17/2020,-74,-29,-33,-68,-69,31
GB,United Kingdom,South Gloucestershire,,4/21/2020,-70,-30,51,-62,-68,29
GB,United Kingdom,South Gloucestershire,,4/22/2020,-72,-30,32,-63,-67,29
GB,United Kingdom,South Gloucestershire,,4/23/2020,-69,-31,52,-63,-67,29
GB,United Kingdom,South Gloucestershire,,4/24/2020,-71,-29,35,-59,-66,29
GB,United Kingdom,South Lanarkshire,,4/10/2020,-68,-25,-5,-65,-76,29
GB,United Kingdom,South Lanarkshire,,4/13/2020,-71,-32,28,-70,-81,29
GB,United Kingdom,South Yorkshire,,4/10/2020,-77,-29,-5,-71,-78,30
GB,United Kingdom,South Yorkshire,,4/13/2020,-79,-40,-10,-75,-82,30
GB,United Kingdom,Southampton,,4/3/2020,-80,-26,-25,-67,-66,29
GB,United Kingdom,Southampton,,4/10/2020,-80,-26,-18,-72,-80,32
GB,United Kingdom,Southampton,,4/13/2020,-80,-39,-18,-75,-82,31
GB,United Kingdom,Southampton,,4/17/2020,-81,-32,-53,-72,-66,29
GB,United Kingdom,Southend-on-Sea,,4/2/2020,-76,-20,8,-74,-70,29
GB,United Kingdom,Southend-on-Sea,,4/3/2020,-78,-19,3,-73,-70,29
GB,United Kingdom,Southend-on-Sea,,4/17/2020,-78,-22,-12,-75,-68,29
GB,United Kingdom,Staffordshire,,4/10/2020,-76,-29,-13,-68,-80,31
GB,United Kingdom,Staffordshire,,4/13/2020,-76,-38,-16,-73,-84,31
GB,United Kingdom,Stockton-on-Tees,,4/10/2020,-76,-32,-25,-67,-78,30
GB,United Kingdom,Suffolk,,4/10/2020,-79,-38,-27,-63,-80,31
GB,United Kingdom,Suffolk,,4/13/2020,-80,-46,-42,-72,-82,30
GB,United Kingdom,Surrey,,3/25/2020,-71,-23,2,-71,-72,31
GB,United Kingdom,Surrey,,3/26/2020,-72,-25,-11,-73,-73,31
GB,United Kingdom,Surrey,,3/27/2020,-74,-27,-17,-72,-73,31
GB,United Kingdom,Surrey,,3/30/2020,-73,-31,-37,-75,-75,31
GB,United Kingdom,Surrey,,3/31/2020,-73,-29,-24,-75,-76,31
GB,United Kingdom,Surrey,,4/1/2020,-74,-32,-23,-76,-76,32
GB,United Kingdom,Surrey,,4/2/2020,-74,-31,-22,-76,-76,33
GB,United Kingdom,Surrey,,4/3/2020,-74,-31,-18,-74,-74,32
GB,United Kingdom,Surrey,,4/6/2020,-72,-33,-29,-74,-76,31
GB,United Kingdom,Surrey,,4/7/2020,-73,-30,-21,-73,-76,31
GB,United Kingdom,Surrey,,4/8/2020,-73,-28,-19,-74,-76,32
GB,United Kingdom,Surrey,,4/9/2020,-70,-19,-17,-73,-76,31
GB,United Kingdom,Surrey,,4/10/2020,-79,-34,-14,-77,-85,35
GB,United Kingdom,Surrey,,4/13/2020,-79,-42,-23,-81,-88,34
GB,United Kingdom,Surrey,,4/14/2020,-71,-27,-19,-72,-75,31
GB,United Kingdom,Surrey,,4/15/2020,-72,-28,-9,-72,-75,32
GB,United Kingdom,Surrey,,4/16/2020,-73,-30,-17,-72,-75,32
GB,United Kingdom,Surrey,,4/17/2020,-77,-34,-39,-74,-74,32
GB,United Kingdom,Surrey,,4/20/2020,-73,-33,-9,-70,-74,30
GB,United Kingdom,Surrey,,4/21/2020,-73,-31,-12,-70,-74,31
GB,United Kingdom,Surrey,,4/22/2020,-74,-31,-2,-71,-73,31
GB,United Kingdom,Surrey,,4/23/2020,-73,-30,-2,-70,-73,31
GB,United Kingdom,Surrey,,4/24/2020,-74,-30,-3,-68,-71,30
GB,United Kingdom,Swansea,,4/10/2020,-76,-41,-14,-71,-78,29
GB,United Kingdom,Swindon,,4/2/2020,-72,-27,,-72,-68,29
GB,United Kingdom,Swindon,,4/3/2020,-75,-26,,-67,-67,29
GB,United Kingdom,Swindon,,4/10/2020,-77,-31,,-72,-83,33
GB,United Kingdom,Swindon,,4/13/2020,-77,-38,,-77,-85,33
GB,United Kingdom,Swindon,,4/15/2020,-71,-25,,-64,-69,29
GB,United Kingdom,Swindon,,4/16/2020,-70,-25,,-65,-69,29
GB,United Kingdom,Swindon,,4/17/2020,-76,-33,-38,-71,-69,30
GB,United Kingdom,Thurrock,,3/27/2020,-75,-31,-21,-63,-63,29
GB,United Kingdom,Thurrock,,4/1/2020,-74,-34,-25,-68,-66,29
GB,United Kingdom,Thurrock,,4/2/2020,-73,-35,-18,-69,-66,29
GB,United Kingdom,Thurrock,,4/3/2020,-76,-33,-33,-66,-66,30
GB,United Kingdom,Thurrock,,4/10/2020,-78,-38,-37,-70,-80,35
GB,United Kingdom,Thurrock,,4/17/2020,-74,-33,-42,-65,-64,29
GB,United Kingdom,Tyne and Wear,,4/10/2020,-79,-35,-17,-72,-81,31
GB,United Kingdom,Tyne and Wear,,4/13/2020,-78,-38,-20,-76,-83,30
GB,United Kingdom,Warrington,,4/10/2020,-77,-28,20,-75,-82,31
GB,United Kingdom,Warrington,,4/13/2020,-76,-36,,-74,-84,31
GB,United Kingdom,Warwickshire,,4/1/2020,-77,-29,-32,-66,-69,29
GB,United Kingdom,Warwickshire,,4/2/2020,-75,-27,-15,-67,-69,29
GB,United Kingdom,Warwickshire,,4/3/2020,-78,-25,-14,-66,-69,29
GB,United Kingdom,Warwickshire,,4/10/2020,-79,-26,-11,-72,-82,32
GB,United Kingdom,Warwickshire,,4/13/2020,-81,-40,-29,-76,-85,32
GB,United Kingdom,Warwickshire,,4/15/2020,-73,-24,-4,-62,-70,29
GB,United Kingdom,Warwickshire,,4/17/2020,-76,-27,-23,-65,-69,29
GB,United Kingdom,West Berkshire,,3/25/2020,-76,-27,-9,-65,-70,29
GB,United Kingdom,West Berkshire,,3/26/2020,-76,-27,-14,-68,-71,30
GB,United Kingdom,West Berkshire,,3/27/2020,-79,-29,-19,-72,-70,29
GB,United Kingdom,West Berkshire,,3/30/2020,-78,-35,-31,-71,-74,30
GB,United Kingdom,West Berkshire,,3/31/2020,-77,-30,-24,-71,-74,30
GB,United Kingdom,West Berkshire,,4/1/2020,-78,-33,-26,-71,-74,31
GB,United Kingdom,West Berkshire,,4/2/2020,-77,-31,-24,-73,-75,31
GB,United Kingdom,West Berkshire,,4/3/2020,-79,-29,-18,-74,-73,30
GB,United Kingdom,West Berkshire,,4/6/2020,-76,-32,-22,-72,-74,30
GB,United Kingdom,West Berkshire,,4/7/2020,-77,-30,-19,-71,-75,31
GB,United Kingdom,West Berkshire,,4/8/2020,-76,-31,-18,-70,-75,30
GB,United Kingdom,West Berkshire,,4/9/2020,-74,-21,-18,-71,-75,30
GB,United Kingdom,West Berkshire,,4/14/2020,-74,-30,-15,-69,-74,30
GB,United Kingdom,West Berkshire,,4/15/2020,-76,-33,-11,-68,-74,31
GB,United Kingdom,West Berkshire,,4/16/2020,-75,-34,-15,-71,-74,31
GB,United Kingdom,West Berkshire,,4/17/2020,-81,-36,-38,-76,-73,31
GB,United Kingdom,West Berkshire,,4/20/2020,-74,-36,-8,-70,-73,29
GB,United Kingdom,West Berkshire,,4/21/2020,-75,-33,-11,-67,-72,30
GB,United Kingdom,West Berkshire,,4/22/2020,-76,-33,-7,-67,-71,30
GB,United Kingdom,West Berkshire,,4/23/2020,-76,-30,-4,-71,-72,30
GB,United Kingdom,West Berkshire,,4/24/2020,-76,-32,-3,-72,-70,29
GB,United Kingdom,West Lothian,,4/13/2020,-66,-26,,-62,-79,29
GB,United Kingdom,West Midlands,,4/10/2020,-75,-30,-8,-76,-80,31
GB,United Kingdom,West Midlands,,4/13/2020,-77,-39,-17,-81,-83,31
GB,United Kingdom,West Sussex,,4/10/2020,-77,-34,-14,-86,-81,31
GB,United Kingdom,West Sussex,,4/13/2020,-79,-41,-14,-89,-85,31
GB,United Kingdom,West Sussex,,4/17/2020,-76,-32,-45,-85,-68,29
GB,United Kingdom,West Yorkshire,,4/10/2020,-75,-31,-9,-75,-80,31
GB,United Kingdom,West Yorkshire,,4/13/2020,-77,-38,1,-79,-83,31
GB,United Kingdom,Wiltshire,,4/10/2020,-78,-37,-30,-69,-83,32
GB,United Kingdom,Wiltshire,,4/13/2020,-77,-41,-28,-72,-85,31
GB,United Kingdom,Wiltshire,,4/17/2020,-76,-36,-57,-66,-68,29
GB,United Kingdom,Windsor and Maidenhead,,3/24/2020,-72,-24,-33,-73,-68,29
GB,United Kingdom,Windsor and Maidenhead,,3/25/2020,-75,-25,-29,-75,-72,31
GB,United Kingdom,Windsor and Maidenhead,,3/26/2020,-77,-26,-37,-76,-74,32
GB,United Kingdom,Windsor and Maidenhead,,3/27/2020,-80,-29,-45,-77,-73,31
GB,United Kingdom,Windsor and Maidenhead,,4/14/2020,-78,-25,-36,-75,-76,31
GB,United Kingdom,Windsor and Maidenhead,,4/15/2020,-79,-26,-31,-73,-76,31
GB,United Kingdom,Windsor and Maidenhead,,4/20/2020,-76,-30,-28,-72,-74,30
GB,United Kingdom,Windsor and Maidenhead,,4/21/2020,-76,-27,-26,-71,-74,31
GB,United Kingdom,Windsor and Maidenhead,,4/22/2020,-76,-27,-22,-69,-74,31
GB,United Kingdom,Windsor and Maidenhead,,4/23/2020,-75,-25,-23,-70,-73,31
GB,United Kingdom,Windsor and Maidenhead,,4/24/2020,-77,-26,-29,-69,-72,30
GB,United Kingdom,Wokingham,,3/24/2020,-66,-31,,-68,-71,30
GB,United Kingdom,Wokingham,,3/25/2020,-70,-30,,-68,-75,32
GB,United Kingdom,Wokingham,,3/26/2020,-67,-31,,-71,-77,33
GB,United Kingdom,Wokingham,,3/27/2020,-69,-38,10,-71,-75,32
GB,United Kingdom,Wokingham,,3/30/2020,-70,-41,,-73,-79,32
GB,United Kingdom,Wokingham,,3/31/2020,-71,-37,,-73,-80,33
GB,United Kingdom,Wokingham,,4/1/2020,-73,-39,-2,-73,-80,33
GB,United Kingdom,Wokingham,,4/2/2020,-72,-39,,-74,-79,33
GB,United Kingdom,Wokingham,,4/3/2020,-73,-37,16,-70,-77,32
GB,United Kingdom,Wokingham,,4/6/2020,-69,-40,,-72,-79,31
GB,United Kingdom,Wokingham,,4/7/2020,-71,-36,,-71,-80,33
GB,United Kingdom,Wokingham,,4/8/2020,-72,-33,,-68,-80,33
GB,United Kingdom,Wokingham,,4/9/2020,-66,-25,,-68,-80,32
GB,United Kingdom,Wokingham,,4/14/2020,-67,-34,,-68,-79,32
GB,United Kingdom,Wokingham,,4/15/2020,-71,-36,,-70,-78,33
GB,United Kingdom,Wokingham,,4/16/2020,-68,-36,,-70,-80,33
GB,United Kingdom,Wokingham,,4/17/2020,-75,-40,-24,-73,-77,33
GB,United Kingdom,Wokingham,,4/20/2020,-66,-38,,-69,-77,31
GB,United Kingdom,Wokingham,,4/21/2020,-67,-34,,-67,-78,32
GB,United Kingdom,Wokingham,,4/22/2020,-69,-34,,-69,-77,32
GB,United Kingdom,Wokingham,,4/23/2020,-68,-30,,-68,-78,33
GB,United Kingdom,Wokingham,,4/24/2020,-69,-33,,-67,-76,32
GB,United Kingdom,Worcestershire,,4/10/2020,-78,-34,-3,-70,-81,31
GB,United Kingdom,Worcestershire,,4/13/2020,-79,-41,-2,-74,-85,31
GB,United Kingdom,York,,3/27/2020,-81,-34,-44,-80,-72,29
GB,United Kingdom,York,,4/1/2020,-79,-38,-36,-81,-74,29
GB,United Kingdom,York,,4/2/2020,-78,-35,-41,-82,-74,30
GB,United Kingdom,York,,4/3/2020,-81,-37,-49,-81,-73,30
GB,United Kingdom,York,,4/10/2020,-82,-39,-39,-82,-84,33
GB,United Kingdom,York,,4/17/2020,-81,-35,-39,-80,-73,30
GB,United Kingdom,Aberdeen City,,3/28/2020,-87,-36,-55,-73,-60,
GB,United Kingdom,Aberdeen City,,3/29/2020,-86,-41,-46,-73,-58,
GB,United Kingdom,Aberdeen City,,4/4/2020,-86,-31,-30,-71,-60,
GB,United Kingdom,Aberdeen City,,4/5/2020,-84,-37,-39,-71,-57,
GB,United Kingdom,Aberdeen City,,4/11/2020,-85,-25,-2,-64,-61,
GB,United Kingdom,Aberdeen City,,4/12/2020,-87,-42,-46,-72,-58,
GB,United Kingdom,Aberdeen City,,4/18/2020,-86,-29,-4,-68,-58,
GB,United Kingdom,Aberdeen City,,4/19/2020,-84,-33,12,-65,-54,
GB,United Kingdom,Aberdeen City,,4/25/2020,-85,-27,-7,-69,-56,
GB,United Kingdom,Aberdeen City,,4/26/2020,-84,-34,-28,-70,-55,
GB,United Kingdom,Aberdeenshire,,3/22/2020,-34,-10,28,-20,-26,
GB,United Kingdom,Aberdeenshire,,3/28/2020,-78,-39,-51,-66,-55,
GB,United Kingdom,Aberdeenshire,,3/29/2020,-80,-46,-45,-58,-52,
GB,United Kingdom,Aberdeenshire,,4/4/2020,-76,-39,-35,-56,-54,
GB,United Kingdom,Aberdeenshire,,4/5/2020,-76,-44,-35,-55,-51,
GB,United Kingdom,Aberdeenshire,,4/11/2020,-75,-35,-25,-54,-53,
GB,United Kingdom,Aberdeenshire,,4/12/2020,-79,-48,-46,-55,-52,
GB,United Kingdom,Aberdeenshire,,4/18/2020,-74,-34,-24,-52,-51,
GB,United Kingdom,Aberdeenshire,,4/19/2020,-73,-41,-16,-43,-47,
GB,United Kingdom,Aberdeenshire,,4/25/2020,-70,-34,-25,-47,-51,
GB,United Kingdom,Aberdeenshire,,4/26/2020,-70,-39,-35,-47,-46,
GB,United Kingdom,Angus council,,2/15/2020,-10,-8,-31,-15,-3,
GB,United Kingdom,Angus council,,2/16/2020,4,-8,-22,2,-4,
GB,United Kingdom,Angus council,,2/22/2020,-1,-1,-13,-7,-3,
GB,United Kingdom,Angus council,,2/23/2020,18,-5,33,13,1,
GB,United Kingdom,Angus council,,2/29/2020,9,2,3,7,1,
GB,United Kingdom,Angus council,,3/1/2020,12,-6,-5,0,-5,
GB,United Kingdom,Angus council,,3/7/2020,3,6,0,0,-1,
GB,United Kingdom,Angus council,,3/8/2020,18,-4,28,7,-3,
GB,United Kingdom,Angus council,,3/14/2020,1,10,-6,-9,-1,
GB,United Kingdom,Angus council,,3/15/2020,10,10,33,7,-4,
GB,United Kingdom,Angus council,,3/21/2020,-33,15,27,-29,-23,
GB,United Kingdom,Angus council,,3/22/2020,-32,-12,70,-2,-25,
GB,United Kingdom,Angus council,,3/25/2020,-71,-28,-6,-52,-63,
GB,United Kingdom,Angus council,,3/26/2020,-75,-29,-27,-58,-65,
GB,United Kingdom,Angus council,,3/27/2020,-73,-28,-25,-57,-65,
GB,United Kingdom,Angus council,,3/28/2020,-82,-33,-42,-63,-56,
GB,United Kingdom,Angus council,,3/29/2020,-80,-44,-28,-51,-48,
GB,United Kingdom,Angus council,,3/30/2020,-67,-31,-16,-52,-67,
GB,United Kingdom,Angus council,,3/31/2020,-70,-26,-8,-54,-66,
GB,United Kingdom,Angus council,,4/1/2020,-73,-27,-6,-54,-66,
GB,United Kingdom,Angus council,,4/2/2020,-72,-32,-16,-56,-66,
GB,United Kingdom,Angus council,,4/3/2020,-73,-28,-19,-59,-65,
GB,United Kingdom,Angus council,,4/4/2020,-79,-32,-31,-58,-54,
GB,United Kingdom,Angus council,,4/5/2020,-79,-41,-28,-43,-48,
