country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,Dumfries and Galloway,,4/20/2020,-64,-29,-19,-58,-56,19
GB,United Kingdom,Dumfries and Galloway,,4/21/2020,-63,-26,-24,-57,-58,19
GB,United Kingdom,East Dunbartonshire Council,,3/23/2020,-34,-5,,-57,-52,19
GB,United Kingdom,East Renfrewshire Council,,3/23/2020,-26,3,,-51,-53,19
GB,United Kingdom,East Sussex,,3/28/2020,-83,-37,-51,-65,-57,19
GB,United Kingdom,Edinburgh,,4/12/2020,-88,-49,-45,-85,-68,19
GB,United Kingdom,Essex,,4/4/2020,-79,-38,-25,-78,-56,19
GB,United Kingdom,Essex,,4/11/2020,-78,-36,-31,-78,-57,19
GB,United Kingdom,Essex,,4/18/2020,-78,-38,-35,-77,-53,19
GB,United Kingdom,Glasgow City,,4/18/2020,-84,-33,-30,-82,-58,19
GB,United Kingdom,Gloucestershire,,3/28/2020,-86,-41,-54,-71,-57,19
GB,United Kingdom,Gloucestershire,,4/4/2020,-84,-40,-43,-70,-55,19
GB,United Kingdom,Gloucestershire,,4/11/2020,-84,-35,-44,-64,-56,19
GB,United Kingdom,Greater London,,3/29/2020,-87,-48,-59,-80,-62,19
GB,United Kingdom,Greater London,,4/12/2020,-89,-60,-25,-78,-64,19
GB,United Kingdom,Greater Manchester,,4/4/2020,-80,-36,-41,-78,-57,19
GB,United Kingdom,Greater Manchester,,4/11/2020,-79,-31,-32,-75,-56,19
GB,United Kingdom,Greater Manchester,,4/18/2020,-81,-39,-52,-77,-53,19
GB,United Kingdom,Hampshire,,3/28/2020,-83,-38,-46,-72,-55,19
GB,United Kingdom,Hampshire,,4/4/2020,-81,-35,-32,-69,-54,19
GB,United Kingdom,Hampshire,,4/11/2020,-81,-32,-34,-68,-56,19
GB,United Kingdom,Hampshire,,4/18/2020,-81,-36,-35,-69,-52,19
GB,United Kingdom,Hartlepool,,3/24/2020,-72,-25,,-52,-50,19
GB,United Kingdom,Hertfordshire,,4/25/2020,-77,-34,-8,-65,-51,19
GB,United Kingdom,Highland Council,,3/24/2020,-69,-28,-35,-55,-56,19
GB,United Kingdom,Kent,,3/28/2020,-82,-40,-53,-65,-54,19
GB,United Kingdom,Kent,,4/18/2020,-81,-38,-42,-62,-51,19
GB,United Kingdom,Kingston upon Hull,,3/24/2020,-65,-22,-15,-56,-46,19
GB,United Kingdom,Lancashire,,3/28/2020,-83,-37,-43,-71,-53,19
GB,United Kingdom,Leicester,,3/28/2020,-85,-41,-56,-78,-54,19
GB,United Kingdom,Leicestershire,,3/28/2020,-82,-38,-55,-70,-57,19
GB,United Kingdom,Leicestershire,,4/4/2020,-80,-36,-35,-69,-56,19
GB,United Kingdom,Leicestershire,,4/11/2020,-80,-32,-34,-67,-58,19
GB,United Kingdom,Leicestershire,,4/18/2020,-81,-38,-53,-69,-55,19
GB,United Kingdom,Lisburn and Castlereagh,,3/17/2020,-12,5,,-53,-54,19
GB,United Kingdom,Luton,,3/28/2020,-77,-30,-48,-87,-51,19
GB,United Kingdom,Luton,,4/4/2020,-74,-26,2,-87,-50,19
GB,United Kingdom,Luton,,4/11/2020,-73,-23,4,-89,-52,19
GB,United Kingdom,Luton,,4/18/2020,-74,-26,-29,-89,-48,19
GB,United Kingdom,Medway,,3/28/2020,-81,-32,-50,-67,-52,19
GB,United Kingdom,Medway,,4/18/2020,-78,-32,-38,-65,-49,19
GB,United Kingdom,Merseyside,,3/28/2020,-81,-35,-58,-73,-56,19
GB,United Kingdom,Merseyside,,4/4/2020,-80,-33,-47,-73,-56,19
GB,United Kingdom,Middlesbrough,,3/24/2020,-72,-30,-44,-63,-50,19
GB,United Kingdom,Milton Keynes,,3/23/2020,-41,-10,18,-56,-48,19
GB,United Kingdom,Milton Keynes,,3/28/2020,-83,-43,-56,-78,-55,19
GB,United Kingdom,Milton Keynes,,4/11/2020,-81,-37,-23,-76,-55,19
GB,United Kingdom,Milton Keynes,,4/18/2020,-84,-43,-49,-78,-53,19
GB,United Kingdom,"Newry, Mourne And Down",,3/17/2020,-15,6,,-30,-57,19
GB,United Kingdom,North East Lincolnshire,,3/25/2020,-75,-23,-24,-52,-51,19
GB,United Kingdom,North East Lincolnshire,,4/20/2020,-68,-25,-27,-49,-52,19
GB,United Kingdom,North Lanarkshire,,3/28/2020,-78,-29,,-64,-53,19
GB,United Kingdom,North Yorkshire,,3/28/2020,-86,-43,-70,-74,-57,19
GB,United Kingdom,North Yorkshire,,4/4/2020,-84,-41,-60,-70,-56,19
GB,United Kingdom,North Yorkshire,,4/11/2020,-83,-36,-58,-67,-57,19
GB,United Kingdom,Nottingham,,3/28/2020,-89,-37,-52,-79,-58,19
GB,United Kingdom,Nottingham,,4/18/2020,-88,-43,-54,-77,-55,19
GB,United Kingdom,Nottinghamshire,,3/28/2020,-83,-39,-56,-63,-55,19
GB,United Kingdom,Oxfordshire,,4/25/2020,-81,-37,-22,-72,-54,19
GB,United Kingdom,Portsmouth,,3/28/2020,-87,-38,-39,-72,-57,19
GB,United Kingdom,Portsmouth,,4/4/2020,-87,-36,-22,-70,-55,19
GB,United Kingdom,Portsmouth,,4/11/2020,-86,-30,-19,-67,-55,19
GB,United Kingdom,Portsmouth,,4/18/2020,-85,-37,-35,-65,-53,19
GB,United Kingdom,Redcar and Cleveland,,3/24/2020,-70,-22,,-47,-47,19
GB,United Kingdom,Rhondda Cynon Taff,,3/28/2020,-79,-36,-60,-64,-55,19
GB,United Kingdom,Slough,,3/23/2020,-34,-11,2,-66,-47,19
GB,United Kingdom,South Gloucestershire,,3/23/2020,-39,-7,25,-47,-48,19
GB,United Kingdom,South Lanarkshire,,3/28/2020,-78,-27,-6,-65,-57,19
GB,United Kingdom,South Yorkshire,,3/28/2020,-84,-37,-53,-72,-55,19
GB,United Kingdom,Southampton,,3/28/2020,-87,-36,-59,-69,-55,19
GB,United Kingdom,Southampton,,4/4/2020,-85,-31,-42,-67,-54,19
GB,United Kingdom,Southampton,,4/11/2020,-84,-26,-39,-68,-54,19
GB,United Kingdom,Southampton,,4/18/2020,-85,-32,-48,-68,-49,19
GB,United Kingdom,Staffordshire,,3/28/2020,-84,-38,-55,-71,-57,19
GB,United Kingdom,Staffordshire,,4/4/2020,-82,-36,-41,-68,-57,19
GB,United Kingdom,Staffordshire,,4/18/2020,-82,-39,-61,-72,-55,19
GB,United Kingdom,Surrey,,4/25/2020,-78,-34,-26,-64,-52,19
GB,United Kingdom,Swansea,,3/28/2020,-83,-42,-61,-70,-56,19
GB,United Kingdom,Swansea,,4/4/2020,-81,-41,-52,-71,-56,19
GB,United Kingdom,Torbay,,3/24/2020,-74,-24,-1,-55,-53,19
GB,United Kingdom,Tyne and Wear,,3/28/2020,-83,-38,-55,-73,-59,19
GB,United Kingdom,Tyne and Wear,,4/4/2020,-81,-34,-36,-69,-58,19
GB,United Kingdom,Warwickshire,,3/28/2020,-85,-35,-58,-73,-57,19
GB,United Kingdom,Warwickshire,,4/4/2020,-83,-32,-43,-71,-57,19
GB,United Kingdom,Warwickshire,,4/11/2020,-82,-27,-41,-70,-59,19
GB,United Kingdom,Warwickshire,,4/18/2020,-84,-37,-62,-73,-55,19
GB,United Kingdom,West Midlands,,4/4/2020,-80,-36,-26,-75,-58,19
GB,United Kingdom,West Midlands,,4/11/2020,-79,-31,-17,-71,-58,19
GB,United Kingdom,West Sussex,,3/28/2020,-82,-38,-47,-83,-55,19
GB,United Kingdom,West Sussex,,4/4/2020,-80,-36,-31,-84,-55,19
GB,United Kingdom,West Sussex,,4/11/2020,-79,-32,-34,-84,-57,19
GB,United Kingdom,West Yorkshire,,3/28/2020,-83,-38,-49,-74,-57,19
GB,United Kingdom,West Yorkshire,,4/4/2020,-81,-35,-32,-73,-56,19
GB,United Kingdom,West Yorkshire,,4/11/2020,-79,-31,-21,-69,-57,19
GB,United Kingdom,West Yorkshire,,4/18/2020,-80,-35,-35,-71,-53,19
GB,United Kingdom,Wiltshire,,3/28/2020,-83,-38,-60,-67,-56,19
GB,United Kingdom,Wiltshire,,4/18/2020,-81,-39,-56,-65,-54,19
GB,United Kingdom,Worcestershire,,3/28/2020,-85,-42,-52,-73,-57,19
GB,United Kingdom,Worcestershire,,4/4/2020,-83,-39,-36,-70,-57,19
GB,United Kingdom,Worcestershire,,4/18/2020,-83,-41,-55,-72,-56,19
GB,United Kingdom,Wrexham Principal Area,,3/24/2020,-68,-21,-14,-50,-48,19
GB,United Kingdom,,,3/28/2020,-83,-39,-54,-74,-57,20
GB,United Kingdom,Angus council,,3/24/2020,-68,-23,-4,-51,-57,20
GB,United Kingdom,Belfast,,3/28/2020,-81,-29,-44,-74,-62,20
GB,United Kingdom,Belfast,,4/4/2020,-81,-32,-61,-75,-62,20
GB,United Kingdom,Belfast,,4/18/2020,-80,-30,-51,-75,-58,20
GB,United Kingdom,Blackburn with Darwen,,3/24/2020,-70,-19,,-63,-47,20
GB,United Kingdom,Blackpool,,3/25/2020,-73,-26,-14,-52,-57,20
GB,United Kingdom,Blackpool,,4/20/2020,-70,-25,,-51,-59,20
GB,United Kingdom,Blackpool,,4/21/2020,-71,-21,24,-45,-58,20
GB,United Kingdom,Bracknell Forest,,3/23/2020,-42,1,,-57,-52,20
GB,United Kingdom,Brighton and Hove,,3/23/2020,-56,-15,15,-57,-56,20
GB,United Kingdom,Brighton and Hove,,4/25/2020,-85,-36,-35,-68,-58,20
GB,United Kingdom,Buckinghamshire,,3/23/2020,-42,-6,11,-49,-50,20
GB,United Kingdom,Buckinghamshire,,3/28/2020,-81,-38,-42,-73,-58,20
GB,United Kingdom,Buckinghamshire,,4/4/2020,-79,-35,-20,-69,-59,20
GB,United Kingdom,Buckinghamshire,,4/11/2020,-79,-33,-23,-68,-58,20
GB,United Kingdom,Buckinghamshire,,4/18/2020,-80,-38,-33,-71,-55,20
GB,United Kingdom,Cambridgeshire,,3/23/2020,-48,-7,3,-56,-51,20
GB,United Kingdom,Cambridgeshire,,3/28/2020,-86,-42,-52,-78,-55,20
GB,United Kingdom,Cardiff,,4/4/2020,-85,-37,-48,-80,-61,20
GB,United Kingdom,Cardiff,,4/11/2020,-84,-32,-47,-79,-60,20
GB,United Kingdom,Cardiff,,4/18/2020,-87,-40,-60,-80,-58,20
GB,United Kingdom,Carmarthenshire,,3/24/2020,-66,-25,-21,-49,-53,20
GB,United Kingdom,Causeway Coast and Glens,,3/24/2020,-69,-16,-26,-57,-50,20
GB,United Kingdom,Central Bedfordshire,,3/28/2020,-80,-37,-41,-70,-56,20
GB,United Kingdom,Cheshire East,,4/18/2020,-81,-39,-65,-77,-54,20
GB,United Kingdom,City of Bristol,,4/25/2020,-84,-37,8,-76,-53,20
GB,United Kingdom,Conwy Principal Area,,4/20/2020,-69,-29,-27,-50,-63,20
GB,United Kingdom,Cornwall,,3/24/2020,-70,-30,-5,-51,-55,20
GB,United Kingdom,County Durham,,3/24/2020,-65,-24,-21,-51,-53,20
GB,United Kingdom,Dumfries and Galloway,,3/25/2020,-67,-27,-24,-48,-56,20
GB,United Kingdom,Dumfries and Galloway,,3/26/2020,-70,-30,-28,-56,-57,20
GB,United Kingdom,Dumfries and Galloway,,3/31/2020,-70,-28,-37,-61,-60,20
GB,United Kingdom,Dumfries and Galloway,,4/7/2020,-69,-27,-28,-57,-61,20
GB,United Kingdom,Dumfries and Galloway,,4/8/2020,-70,-27,-30,-59,-60,20
GB,United Kingdom,Dumfries and Galloway,,4/9/2020,-68,-19,-33,-59,-60,20
GB,United Kingdom,Dumfries and Galloway,,4/22/2020,-66,-28,-21,-53,-58,20
GB,United Kingdom,Dumfries and Galloway,,4/23/2020,-66,-26,-21,-55,-57,20
GB,United Kingdom,East Ayrshire Council,,3/24/2020,-71,-22,,-58,-53,20
GB,United Kingdom,East Riding of Yorkshire,,3/24/2020,-69,-21,-10,-37,-50,20
GB,United Kingdom,Edinburgh,,4/25/2020,-85,-33,-41,-80,-65,20
GB,United Kingdom,Essex,,3/28/2020,-80,-41,-48,-81,-57,20
GB,United Kingdom,Glasgow City,,4/11/2020,-84,-33,-35,-84,-61,20
GB,United Kingdom,Gloucestershire,,4/18/2020,-85,-42,-59,-73,-53,20
GB,United Kingdom,Greater London,,3/20/2020,-46,8,-22,-51,-44,20
GB,United Kingdom,Greater Manchester,,3/28/2020,-82,-39,-56,-79,-56,20
GB,United Kingdom,Herefordshire,,3/24/2020,-67,-25,-8,-50,-45,20
GB,United Kingdom,Hertfordshire,,4/4/2020,-80,-38,-24,-72,-58,20
GB,United Kingdom,Hertfordshire,,4/11/2020,-80,-36,-27,-71,-59,20
GB,United Kingdom,Hertfordshire,,4/18/2020,-81,-39,-37,-71,-54,20
GB,United Kingdom,Isle of Wight,,3/25/2020,-76,-31,-14,-60,-57,20
GB,United Kingdom,Isle of Wight,,4/20/2020,-71,-30,-4,-58,-61,20
GB,United Kingdom,Leicester,,3/24/2020,-68,-21,-17,-67,-53,20
GB,United Kingdom,Middlesbrough,,4/21/2020,-71,-28,,-70,-58,20
GB,United Kingdom,Neath Port Talbot Principle Area,,3/24/2020,-62,-27,-19,-51,-53,20
GB,United Kingdom,Norfolk,,3/24/2020,-71,-27,-22,-57,-52,20
GB,United Kingdom,North Ayrshire Council,,3/24/2020,-69,-15,,-61,-57,20
GB,United Kingdom,North East Lincolnshire,,3/26/2020,-74,-27,-25,-55,-53,20
GB,United Kingdom,North East Lincolnshire,,3/30/2020,-73,-29,-42,-58,-55,20
GB,United Kingdom,North East Lincolnshire,,3/31/2020,-73,-28,-22,-53,-55,20
GB,United Kingdom,North East Lincolnshire,,4/6/2020,-71,-27,-33,-59,-55,20
GB,United Kingdom,North East Lincolnshire,,4/7/2020,-71,-26,-16,-53,-55,20
GB,United Kingdom,North East Lincolnshire,,4/8/2020,-71,-23,-30,-53,-56,20
GB,United Kingdom,North East Lincolnshire,,4/14/2020,-67,-21,-17,-52,-55,20
GB,United Kingdom,North East Lincolnshire,,4/15/2020,-69,-22,-18,-48,-54,20
GB,United Kingdom,North East Lincolnshire,,4/21/2020,-69,-22,-19,-51,-53,20
GB,United Kingdom,North East Lincolnshire,,4/22/2020,-70,-25,-18,-48,-53,20
GB,United Kingdom,North East Lincolnshire,,4/23/2020,-67,-23,-22,-50,-53,20
GB,United Kingdom,North Lincolnshire,,3/25/2020,-63,-24,-18,-39,-51,20
GB,United Kingdom,North Lincolnshire,,3/30/2020,-64,-29,-36,-52,-57,20
GB,United Kingdom,North Lincolnshire,,4/6/2020,-62,-26,-26,-48,-57,20
GB,United Kingdom,North Lincolnshire,,4/20/2020,-61,-26,-15,-43,-54,20
GB,United Kingdom,North Lincolnshire,,4/22/2020,-62,-24,-13,-38,-55,20
GB,United Kingdom,Northumberland,,3/24/2020,-65,-21,-17,-51,-52,20
GB,United Kingdom,Oxfordshire,,3/23/2020,-49,-6,13,-53,-52,20
GB,United Kingdom,Oxfordshire,,4/4/2020,-84,-38,-38,-76,-59,20
GB,United Kingdom,Oxfordshire,,4/11/2020,-84,-34,-37,-76,-59,20
GB,United Kingdom,Peterborough,,3/24/2020,-62,-24,,-64,-50,20
GB,United Kingdom,Redcar and Cleveland,,3/25/2020,-72,-26,,-42,-54,20
GB,United Kingdom,Scottish Borders,,3/24/2020,-67,-25,-17,-46,-56,20
GB,United Kingdom,Somerset,,3/24/2020,-70,-24,-12,-44,-50,20
GB,United Kingdom,South Ayrshire Council,,3/24/2020,-74,-27,-17,-59,-56,20
GB,United Kingdom,South Gloucestershire,,3/28/2020,-78,-39,-34,-64,-54,20
GB,United Kingdom,South Gloucestershire,,4/4/2020,-77,-33,-3,-54,-55,20
GB,United Kingdom,South Gloucestershire,,4/11/2020,-77,-27,-2,-56,-56,20
GB,United Kingdom,South Gloucestershire,,4/18/2020,-80,-41,-32,-64,-51,20
GB,United Kingdom,South Yorkshire,,3/24/2020,-72,-21,-4,-60,-51,20
GB,United Kingdom,Stockton-on-Tees,,3/24/2020,-68,-21,-40,-57,-50,20
GB,United Kingdom,Stoke-on-Trent,,3/24/2020,-69,-22,0,-64,-48,20
GB,United Kingdom,Surrey,,4/18/2020,-81,-37,-41,-70,-55,20
GB,United Kingdom,Torbay,,4/20/2020,-71,-25,14,-51,-62,20
GB,United Kingdom,West Midlands,,3/28/2020,-82,-39,-49,-77,-59,20
GB,United Kingdom,West Midlands,,4/18/2020,-82,-38,-49,-75,-54,20
GB,United Kingdom,Angus council,,4/21/2020,-67,-21,16,-44,-62,21
GB,United Kingdom,"Armagh City, Banbridge And Craigavon",,3/24/2020,-60,-16,-46,-58,-47,21
GB,United Kingdom,Blackpool,,3/26/2020,-73,-25,-22,-54,-58,21
GB,United Kingdom,Blackpool,,3/30/2020,-75,-30,,-62,-63,21
GB,United Kingdom,Blackpool,,3/31/2020,-73,-28,,-54,-63,21
GB,United Kingdom,Blackpool,,4/6/2020,-73,-28,,-59,-62,21
GB,United Kingdom,Blackpool,,4/7/2020,-72,-25,,-47,-62,21
GB,United Kingdom,Blackpool,,4/8/2020,-73,-25,-12,-50,-62,21
GB,United Kingdom,Blackpool,,4/9/2020,-71,-14,-26,-54,-63,21
GB,United Kingdom,Blackpool,,4/14/2020,-72,-22,,-48,-62,21
GB,United Kingdom,Blackpool,,4/22/2020,-71,-24,26,-46,-59,21
GB,United Kingdom,Blackpool,,4/23/2020,-72,-22,4,-50,-60,21
GB,United Kingdom,Borough of Halton,,3/24/2020,-65,-21,,-57,-50,21
GB,United Kingdom,Bridgend County Borough,,3/24/2020,-67,-23,,-56,-53,21
GB,United Kingdom,Caerphilly County Borough,,3/24/2020,-68,-26,-26,-54,-52,21
GB,United Kingdom,Cardiff,,3/28/2020,-87,-41,-65,-82,-61,21
GB,United Kingdom,Carmarthenshire,,4/20/2020,-68,-23,-8,-48,-60,21
GB,United Kingdom,City of Bristol,,3/23/2020,-58,-17,34,-62,-55,21
GB,United Kingdom,City of Bristol,,4/4/2020,-87,-41,-17,-78,-58,21
GB,United Kingdom,City of Bristol,,4/11/2020,-87,-36,-9,-78,-59,21
GB,United Kingdom,Conwy Principal Area,,3/25/2020,-70,-23,-9,-54,-62,21
GB,United Kingdom,Conwy Principal Area,,4/14/2020,-68,-21,-11,-50,-65,21
GB,United Kingdom,Conwy Principal Area,,4/21/2020,-68,-27,-14,-46,-62,21
GB,United Kingdom,Cornwall,,4/20/2020,-69,-35,-11,-47,-62,21
GB,United Kingdom,Cumbria,,3/24/2020,-67,-29,-19,-45,-58,21
GB,United Kingdom,Darlington,,3/24/2020,-67,-23,,-61,-50,21
GB,United Kingdom,Derbyshire,,3/24/2020,-70,-19,11,-48,-52,21
GB,United Kingdom,Derry And Strabane,,3/24/2020,-59,-14,-60,-57,-52,21
GB,United Kingdom,Derry And Strabane,,4/20/2020,-57,-19,-37,-44,-60,21
GB,United Kingdom,Devon,,3/24/2020,-71,-28,-2,-54,-54,21
GB,United Kingdom,Dumfries and Galloway,,4/1/2020,-71,-28,-40,-62,-60,21
GB,United Kingdom,Dumfries and Galloway,,4/2/2020,-71,-29,-42,-65,-60,21
GB,United Kingdom,Dumfries and Galloway,,4/15/2020,-67,-24,-28,-59,-60,21
GB,United Kingdom,Dumfries and Galloway,,4/16/2020,-68,-26,-29,-59,-60,21
GB,United Kingdom,Dumfries and Galloway,,4/24/2020,-66,-25,-28,-61,-57,21
GB,United Kingdom,Edinburgh,,4/18/2020,-86,-35,-53,-83,-65,21
GB,United Kingdom,Fermanagh And Omagh,,3/24/2020,-63,-22,,-54,-46,21
GB,United Kingdom,Flintshire,,3/24/2020,-61,-19,,-50,-50,21
GB,United Kingdom,Glasgow City,,3/28/2020,-87,-39,-55,-85,-63,21
GB,United Kingdom,Glasgow City,,4/4/2020,-86,-37,-58,-85,-62,21
GB,United Kingdom,Greater London,,4/25/2020,-82,-35,-25,-74,-57,21
GB,United Kingdom,Herefordshire,,4/20/2020,-68,-33,4,-48,-55,21
GB,United Kingdom,Hertfordshire,,3/23/2020,-44,-7,0,-59,-52,21
GB,United Kingdom,Hertfordshire,,3/28/2020,-82,-40,-48,-74,-58,21
GB,United Kingdom,Highland Council,,4/20/2020,-70,-33,-17,-57,-65,21
GB,United Kingdom,Highland Council,,4/21/2020,-71,-30,-26,-54,-65,21
GB,United Kingdom,Isle of Wight,,3/26/2020,-75,-31,-11,-63,-61,21
GB,United Kingdom,Isle of Wight,,3/30/2020,-76,-33,-28,-68,-63,21
GB,United Kingdom,Isle of Wight,,4/6/2020,-76,-32,-20,-66,-65,21
GB,United Kingdom,Isle of Wight,,4/15/2020,-75,-33,-21,-63,-63,21
GB,United Kingdom,Isle of Wight,,4/21/2020,-71,-31,-5,-59,-60,21
GB,United Kingdom,Isle of Wight,,4/22/2020,-73,-31,-7,-58,-60,21
GB,United Kingdom,Isle of Wight,,4/23/2020,-71,-29,6,-56,-61,21
GB,United Kingdom,Lancashire,,3/24/2020,-68,-22,12,-55,-51,21
GB,United Kingdom,Lincolnshire,,3/25/2020,-70,-25,-20,-57,-55,21
GB,United Kingdom,Lincolnshire,,4/14/2020,-67,-22,-19,-55,-60,21
GB,United Kingdom,Lincolnshire,,4/20/2020,-68,-27,-24,-58,-57,21
GB,United Kingdom,Lincolnshire,,4/21/2020,-68,-25,-18,-55,-57,21
GB,United Kingdom,Mid Ulster,,3/17/2020,-28,-6,,-42,-58,21
GB,United Kingdom,Mid Ulster,,3/24/2020,-59,-16,,-46,-43,21
GB,United Kingdom,Middlesbrough,,3/25/2020,-73,-29,-40,-69,-56,21
GB,United Kingdom,Middlesbrough,,4/14/2020,-68,-30,,-69,-62,21
GB,United Kingdom,Middlesbrough,,4/20/2020,-71,-32,,-69,-57,21
GB,United Kingdom,Middlesbrough,,4/22/2020,-70,-30,-25,-69,-57,21
GB,United Kingdom,Middlesbrough,,4/23/2020,-69,-28,-21,-70,-57,21
GB,United Kingdom,Neath Port Talbot Principle Area,,4/20/2020,-57,-14,,-52,-61,21
GB,United Kingdom,North Ayrshire Council,,4/20/2020,-61,-15,,-48,-64,21
GB,United Kingdom,North East Lincolnshire,,4/1/2020,-75,-30,-36,-58,-55,21
GB,United Kingdom,North East Lincolnshire,,4/2/2020,-73,-30,-36,-56,-56,21
GB,United Kingdom,North East Lincolnshire,,4/9/2020,-67,-16,-45,-55,-56,21
GB,United Kingdom,North East Lincolnshire,,4/16/2020,-69,-23,-18,-54,-55,21
GB,United Kingdom,North East Lincolnshire,,4/24/2020,-69,-25,-25,-47,-52,21
GB,United Kingdom,North Lincolnshire,,3/26/2020,-64,-24,-11,-40,-55,21
GB,United Kingdom,North Lincolnshire,,4/7/2020,-63,-24,-9,-42,-58,21
GB,United Kingdom,North Lincolnshire,,4/8/2020,-61,-24,-17,-43,-58,21
GB,United Kingdom,North Lincolnshire,,4/9/2020,-58,-16,-33,-45,-59,21
GB,United Kingdom,North Lincolnshire,,4/14/2020,-58,-19,-12,-38,-59,21
GB,United Kingdom,North Lincolnshire,,4/15/2020,-61,-22,-21,-42,-58,21
GB,United Kingdom,North Lincolnshire,,4/21/2020,-61,-23,-8,-42,-55,21
GB,United Kingdom,North Lincolnshire,,4/23/2020,-62,-23,-9,-40,-55,21
GB,United Kingdom,North Yorkshire,,3/24/2020,-69,-24,-14,-53,-53,21
GB,United Kingdom,Northumberland,,3/25/2020,-67,-22,-7,-50,-58,21
GB,United Kingdom,Nottingham,,3/24/2020,-78,-22,0,-69,-58,21
GB,United Kingdom,Nottinghamshire,,3/24/2020,-69,-22,-16,-45,-53,21
GB,United Kingdom,Oxfordshire,,3/28/2020,-85,-40,-56,-78,-59,21
GB,United Kingdom,Oxfordshire,,4/18/2020,-85,-42,-54,-77,-57,21
GB,United Kingdom,Plymouth,,3/24/2020,-76,-30,-21,-57,-53,21
GB,United Kingdom,Powys,,4/14/2020,-69,-23,-19,-42,-61,21
GB,United Kingdom,Powys,,4/20/2020,-65,-32,-9,-46,-58,21
GB,United Kingdom,Powys,,4/21/2020,-68,-30,-7,-36,-59,21
GB,United Kingdom,Redcar and Cleveland,,3/26/2020,-75,-27,,-45,-57,21
GB,United Kingdom,Redcar and Cleveland,,4/20/2020,-64,-26,,-38,-58,21
GB,United Kingdom,Redcar and Cleveland,,4/21/2020,-67,-21,,-40,-57,21
GB,United Kingdom,Redcar and Cleveland,,4/22/2020,-68,-22,,-36,-57,21
GB,United Kingdom,Redcar and Cleveland,,4/23/2020,-68,-24,,-36,-58,21
GB,United Kingdom,Rhondda Cynon Taff,,3/24/2020,-67,-24,-26,-55,-53,21
GB,United Kingdom,Shropshire,,3/24/2020,-70,-26,-19,-53,-51,21
GB,United Kingdom,Suffolk,,3/24/2020,-70,-25,-17,-58,-52,21
GB,United Kingdom,Surrey,,3/28/2020,-81,-37,-49,-74,-58,21
GB,United Kingdom,Surrey,,4/4/2020,-80,-36,-37,-72,-58,21
GB,United Kingdom,Surrey,,4/11/2020,-81,-32,-42,-71,-58,21
GB,United Kingdom,Torbay,,3/25/2020,-77,-26,-23,-60,-60,21
GB,United Kingdom,Torbay,,4/21/2020,-71,-23,18,-50,-62,21
GB,United Kingdom,Torbay,,4/23/2020,-71,-23,29,-47,-62,21
GB,United Kingdom,Torfaen Principal Area,,3/24/2020,-62,-21,,-49,-52,21
GB,United Kingdom,West Berkshire,,3/23/2020,-48,-8,7,-43,-52,21
GB,United Kingdom,Wrexham Principal Area,,4/20/2020,-68,-29,,-51,-57,21
GB,United Kingdom,Wrexham Principal Area,,4/21/2020,-67,-26,,-52,-56,21
GB,United Kingdom,Blackburn with Darwen,,4/20/2020,-66,-27,,-59,-59,22
GB,United Kingdom,Blackpool,,3/27/2020,-77,-28,-28,-58,-59,22
GB,United Kingdom,Blackpool,,4/1/2020,-76,-30,-48,-64,-62,22
GB,United Kingdom,Blackpool,,4/15/2020,-72,-25,,-51,-62,22
GB,United Kingdom,Blackpool,,4/16/2020,-73,-21,7,-53,-61,22
GB,United Kingdom,Blackpool,,4/24/2020,-75,-20,13,-47,-59,22
GB,United Kingdom,Carmarthenshire,,3/25/2020,-69,-28,-18,-55,-59,22
GB,United Kingdom,Carmarthenshire,,3/30/2020,-69,-32,-34,-58,-63,22
GB,United Kingdom,Carmarthenshire,,4/6/2020,-69,-24,-25,-54,-63,22
GB,United Kingdom,Carmarthenshire,,4/21/2020,-70,-18,-18,-50,-60,22
GB,United Kingdom,Carmarthenshire,,4/22/2020,-70,-22,-21,-53,-60,22
GB,United Kingdom,City of Bristol,,3/28/2020,-88,-44,-44,-80,-59,22
GB,United Kingdom,City of Bristol,,4/18/2020,-88,-44,-44,-82,-56,22
GB,United Kingdom,Conwy Principal Area,,3/26/2020,-72,-29,-21,-57,-63,22
GB,United Kingdom,Conwy Principal Area,,3/31/2020,-71,-27,-14,-55,-66,22
GB,United Kingdom,Conwy Principal Area,,4/7/2020,-70,-29,-13,-52,-65,22
GB,United Kingdom,Conwy Principal Area,,4/9/2020,-68,-19,-30,-53,-65,22
GB,United Kingdom,Conwy Principal Area,,4/15/2020,-71,-26,-15,-54,-65,22
GB,United Kingdom,Conwy Principal Area,,4/22/2020,-69,-29,-18,-50,-63,22
GB,United Kingdom,Conwy Principal Area,,4/23/2020,-68,-28,-32,-50,-63,22
GB,United Kingdom,Conwy Principal Area,,4/24/2020,-71,-30,-31,-49,-62,22
GB,United Kingdom,Cornwall,,3/25/2020,-75,-35,-19,-56,-62,22
GB,United Kingdom,Cornwall,,3/30/2020,-74,-38,-31,-59,-67,22
GB,United Kingdom,Cornwall,,4/6/2020,-73,-37,-19,-53,-66,22
